data;kat;woj;hospitalizacje;mcpop;mcpopr
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Kujawsko-pomorskie;330;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Lubelskie;411;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Lubuskie;115;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Mazowieckie;982;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Małopolskie;577;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Opolskie;123;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;PL;6168;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Podkarpackie;397;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Podlaskie;207;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Pomorskie;444;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Warmińsko-mazurskie;192;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Wielkopolskie;584;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Zachodniopomorskie;153;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Łódzkie;357;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Śląskie;676;NA
2018-01;D50-D89 Choroby krwi i narządów krwiotwórczych oraz wybrane choroby przebiegające z udziałem mechanizmów immunologicznych;Świętokrzyskie;187;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Dolnośląskie;1532;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Kujawsko-pomorskie;1061;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Lubelskie;1062;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Lubuskie;497;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Mazowieckie;3578;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Małopolskie;1926;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Opolskie;487;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;PL;20012;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podkarpackie;906;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Podlaskie;582;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Pomorskie;937;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Warmińsko-mazurskie;505;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Wielkopolskie;1811;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Zachodniopomorskie;890;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Łódzkie;1364;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Śląskie;2215;NA
2018-01;E00-E90 Zaburzenia wydzielania wewnętrznego, stanu odżywienia i przemian metabolicznych;Świętokrzyskie;659;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Dolnośląskie;26;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Kujawsko-pomorskie;47;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Lubelskie;62;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Lubuskie;10;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Mazowieckie;45;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Małopolskie;93;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Opolskie;23;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;PL;625;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Podkarpackie;40;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Podlaskie;10;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Pomorskie;31;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Warmińsko-mazurskie;17;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Wielkopolskie;71;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Zachodniopomorskie;21;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Łódzkie;39;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Śląskie;77;NA
2018-01;F00-F99 Zaburzenia psychiczne i zaburzenia zachowania;Świętokrzyskie;13;NA
2018-01;G00-G99 Choroby układu nerwowego;Dolnośląskie;1254;NA
2018-01;G00-G99 Choroby układu nerwowego;Kujawsko-pomorskie;1176;NA
2018-01;G00-G99 Choroby układu nerwowego;Lubelskie;1626;NA
2018-01;G00-G99 Choroby układu nerwowego;Lubuskie;526;NA
2018-01;G00-G99 Choroby układu nerwowego;Mazowieckie;3101;NA
2018-01;G00-G99 Choroby układu nerwowego;Małopolskie;1640;NA
2018-01;G00-G99 Choroby układu nerwowego;Opolskie;684;NA
2018-01;G00-G99 Choroby układu nerwowego;PL;21354;NA
2018-01;G00-G99 Choroby układu nerwowego;Podkarpackie;1632;NA
2018-01;G00-G99 Choroby układu nerwowego;Podlaskie;556;NA
2018-01;G00-G99 Choroby układu nerwowego;Pomorskie;990;NA
2018-01;G00-G99 Choroby układu nerwowego;Warmińsko-mazurskie;764;NA
2018-01;G00-G99 Choroby układu nerwowego;Wielkopolskie;1927;NA
2018-01;G00-G99 Choroby układu nerwowego;Zachodniopomorskie;648;NA
2018-01;G00-G99 Choroby układu nerwowego;Łódzkie;1341;NA
2018-01;G00-G99 Choroby układu nerwowego;Śląskie;2662;NA
2018-01;G00-G99 Choroby układu nerwowego;Świętokrzyskie;827;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Dolnośląskie;3007;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Kujawsko-pomorskie;2043;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Lubelskie;2116;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Lubuskie;803;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Mazowieckie;4388;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Małopolskie;2394;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Opolskie;663;NA
2018-01;H00-H59 Choroby oka i przydatków oka;PL;33534;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Podkarpackie;1912;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Podlaskie;1071;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Pomorskie;1556;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Warmińsko-mazurskie;859;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Wielkopolskie;2792;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Zachodniopomorskie;1631;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Łódzkie;2184;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Śląskie;5086;NA
2018-01;H00-H59 Choroby oka i przydatków oka;Świętokrzyskie;1029;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Dolnośląskie;241;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Kujawsko-pomorskie;179;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Lubelskie;174;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Lubuskie;57;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Mazowieckie;1198;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Małopolskie;292;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Opolskie;77;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;PL;4231;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Podkarpackie;262;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Podlaskie;140;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Pomorskie;169;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Warmińsko-mazurskie;125;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Wielkopolskie;288;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Zachodniopomorskie;204;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Łódzkie;308;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Śląskie;368;NA
2018-01;H60-H95 Choroby ucha i wyrostka sutkowatego;Świętokrzyskie;149;NA
2018-01;I00-I99 Choroby układu krążenia;Dolnośląskie;6916;NA
2018-01;I00-I99 Choroby układu krążenia;Kujawsko-pomorskie;5484;NA
2018-01;I00-I99 Choroby układu krążenia;Lubelskie;7084;NA
2018-01;I00-I99 Choroby układu krążenia;Lubuskie;2374;NA
2018-01;I00-I99 Choroby układu krążenia;Mazowieckie;13634;NA
2018-01;I00-I99 Choroby układu krążenia;Małopolskie;7776;NA
2018-01;I00-I99 Choroby układu krążenia;Opolskie;2472;NA
2018-01;I00-I99 Choroby układu krążenia;PL;97730;NA
2018-01;I00-I99 Choroby układu krążenia;Podkarpackie;5583;NA
2018-01;I00-I99 Choroby układu krążenia;Podlaskie;2886;NA
2018-01;I00-I99 Choroby układu krążenia;Pomorskie;4277;NA
2018-01;I00-I99 Choroby układu krążenia;Warmińsko-mazurskie;3242;NA
2018-01;I00-I99 Choroby układu krążenia;Wielkopolskie;8577;NA
2018-01;I00-I99 Choroby układu krążenia;Zachodniopomorskie;3853;NA
2018-01;I00-I99 Choroby układu krążenia;Łódzkie;7360;NA
2018-01;I00-I99 Choroby układu krążenia;Śląskie;12417;NA
2018-01;I00-I99 Choroby układu krążenia;Świętokrzyskie;3795;NA
2018-01;J00-J99 Choroby układu oddechowego;Dolnośląskie;4002;NA
2018-01;J00-J99 Choroby układu oddechowego;Kujawsko-pomorskie;3195;NA
2018-01;J00-J99 Choroby układu oddechowego;Lubelskie;3754;NA
2018-01;J00-J99 Choroby układu oddechowego;Lubuskie;1211;NA
2018-01;J00-J99 Choroby układu oddechowego;Mazowieckie;7591;NA
2018-01;J00-J99 Choroby układu oddechowego;Małopolskie;4628;NA
2018-01;J00-J99 Choroby układu oddechowego;Opolskie;1556;NA
2018-01;J00-J99 Choroby układu oddechowego;PL;53155;NA
2018-01;J00-J99 Choroby układu oddechowego;Podkarpackie;2840;NA
2018-01;J00-J99 Choroby układu oddechowego;Podlaskie;1836;NA
2018-01;J00-J99 Choroby układu oddechowego;Pomorskie;2585;NA
2018-01;J00-J99 Choroby układu oddechowego;Warmińsko-mazurskie;2298;NA
2018-01;J00-J99 Choroby układu oddechowego;Wielkopolskie;4712;NA
2018-01;J00-J99 Choroby układu oddechowego;Zachodniopomorskie;1908;NA
2018-01;J00-J99 Choroby układu oddechowego;Łódzkie;3860;NA
2018-01;J00-J99 Choroby układu oddechowego;Śląskie;5356;NA
2018-01;J00-J99 Choroby układu oddechowego;Świętokrzyskie;1823;NA
2018-01;K00-K93 Choroby układu pokarmowego;Dolnośląskie;4332;NA
2018-01;K00-K93 Choroby układu pokarmowego;Kujawsko-pomorskie;3273;NA
2018-01;K00-K93 Choroby układu pokarmowego;Lubelskie;3041;NA
2018-01;K00-K93 Choroby układu pokarmowego;Lubuskie;1152;NA
2018-01;K00-K93 Choroby układu pokarmowego;Mazowieckie;8606;NA
2018-01;K00-K93 Choroby układu pokarmowego;Małopolskie;4466;NA
2018-01;K00-K93 Choroby układu pokarmowego;Opolskie;1463;NA
2018-01;K00-K93 Choroby układu pokarmowego;PL;56847;NA
2018-01;K00-K93 Choroby układu pokarmowego;Podkarpackie;3101;NA
2018-01;K00-K93 Choroby układu pokarmowego;Podlaskie;1863;NA
2018-01;K00-K93 Choroby układu pokarmowego;Pomorskie;3028;NA
2018-01;K00-K93 Choroby układu pokarmowego;Warmińsko-mazurskie;2050;NA
2018-01;K00-K93 Choroby układu pokarmowego;Wielkopolskie;5036;NA
2018-01;K00-K93 Choroby układu pokarmowego;Zachodniopomorskie;2339;NA
2018-01;K00-K93 Choroby układu pokarmowego;Łódzkie;3910;NA
2018-01;K00-K93 Choroby układu pokarmowego;Śląskie;6949;NA
2018-01;K00-K93 Choroby układu pokarmowego;Świętokrzyskie;2238;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Dolnośląskie;782;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Kujawsko-pomorskie;572;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Lubelskie;586;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Lubuskie;200;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Mazowieckie;1545;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Małopolskie;715;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Opolskie;226;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;PL;9760;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Podkarpackie;589;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Podlaskie;299;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Pomorskie;532;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Warmińsko-mazurskie;497;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Wielkopolskie;650;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Zachodniopomorskie;456;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Łódzkie;694;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Śląskie;1019;NA
2018-01;L00-L99 Choroby skóry i tkanki podskórnej;Świętokrzyskie;398;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Dolnośląskie;2206;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Kujawsko-pomorskie;1690;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Lubelskie;2191;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Lubuskie;768;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Mazowieckie;4325;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Małopolskie;2616;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Opolskie;673;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;PL;32060;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Podkarpackie;2012;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Podlaskie;1190;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Pomorskie;1719;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Warmińsko-mazurskie;1495;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Wielkopolskie;2905;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Zachodniopomorskie;1432;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Łódzkie;1831;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Śląskie;3589;NA
2018-01;M00-M99 Choroby układu mięśniowo-szkieletowego i tkanki łącznej;Świętokrzyskie;1418;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Dolnośląskie;3657;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Kujawsko-pomorskie;3100;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Lubelskie;3237;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Lubuskie;1471;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Mazowieckie;8192;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Małopolskie;3889;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Opolskie;1360;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;PL;55879;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Podkarpackie;3333;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Podlaskie;1590;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Pomorskie;3466;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Warmińsko-mazurskie;2051;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Wielkopolskie;5159;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Zachodniopomorskie;2351;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Łódzkie;4145;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Śląskie;6771;NA
2018-01;N00-N99 Choroby układu moczowo-płciowego;Świętokrzyskie;2107;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Dolnośląskie;3621;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Kujawsko-pomorskie;3084;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Lubelskie;2276;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Lubuskie;1263;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Mazowieckie;7919;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Małopolskie;3789;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Opolskie;1201;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;PL;50217;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Podkarpackie;3261;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Podlaskie;1314;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Pomorskie;2807;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Warmińsko-mazurskie;1955;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Wielkopolskie;5640;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Zachodniopomorskie;1400;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Łódzkie;3361;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Śląskie;5663;NA
2018-01;O00-O99 Ciąża, poród i okres połogu;Świętokrzyskie;1663;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Dolnośląskie;1194;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Kujawsko-pomorskie;686;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Lubelskie;530;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Lubuskie;281;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Mazowieckie;2738;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Małopolskie;1359;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Opolskie;236;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;PL;13910;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Podkarpackie;662;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Podlaskie;197;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Pomorskie;694;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Warmińsko-mazurskie;620;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Wielkopolskie;1708;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Zachodniopomorskie;249;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Łódzkie;706;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Śląskie;1613;NA
2018-01;P00-P96 Wybrane stany rozpoczynające się w okresie okołoporodowym;Świętokrzyskie;437;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Dolnośląskie;348;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Kujawsko-pomorskie;345;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Lubelskie;353;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Lubuskie;111;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Mazowieckie;1207;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Małopolskie;494;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Opolskie;112;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;PL;5907;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Podkarpackie;221;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Podlaskie;89;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Pomorskie;323;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Warmińsko-mazurskie;221;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Wielkopolskie;613;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Zachodniopomorskie;165;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Łódzkie;476;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Śląskie;711;NA
2018-01;Q00-Q99 Wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe;Świętokrzyskie;118;NA
2018-01;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Dolnośląskie;1224;NA
2018-01;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Kujawsko-pomorskie;1073;NA
2018-01;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Lubelskie;1167;NA
2018-01;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Lubuskie;389;NA
2018-01;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Mazowieckie;2589;NA
2018-01;R00-R99 Objawy, cechy chorobowe oraz nieprawidłowe wyniki badań klinicznych i laboratoryjnych niesklasyfikowane gdzie indziej;Małopolskie;1110;NA
